pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
22172570	2012	Offering self-sampling for human papillomavirus testing to non-attendees of the cervical screening programme: Characteri	other	underscreened_general	unk	referral_only			39.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
22619675	2012	Burden of Human Papillomavirus among Haitian Immigrants in Miami, Florida: Community-Based Participatory Research in Act	other	migrant_minority	chw_door_to_door	none					N	N	manual_review	insufficient_structured_signal			CORE	Community prevalence study with actual results (N=242).	Of the 242 women who contributed adequate specimens... prevalence was 20.7%.				GC	2026-06-13
22645391	2012	A cross-sectional study on the acceptability of self-collection for HPV testing among women in rural China.	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
23015677	2012	Dry storage and transport of a cervicovaginal self-sample by use of the Evalyn Brush, providing reliable human papilloma	observational	other	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
23075359	2012	Diagnostic accuracy of self-collected human papillomavirus specimens as a primary screen for cervical cancer.	observational	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
21115503	2011	Optimising human papillomavirus self-testing for high risk women.	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Focus group study on device preferences (lavage vs brush vs wand).	Four focus groups were conducted with 30 high-risk women... evaluate devices.				GC	2026-06-13
21179038	2011	The effect of self-sampled HPV testing on participation to cervical cancer screening in Italy: a randomised controlled t	individual_RCT	nonattenders	mail_to_home_return_mail	none					N	Y	manual_review	insufficient_structured_signal			CORE	RCT with 19.6% actual sample return rate.	direct mailing of the self-sampler registered the highest compliance: 19.6%.				GC	2026-06-13
21343937	2011	HPV self-sampling as an alternative strategy in non-attenders for cervical screening - a randomised controlled trial.	individual_RCT	nonattenders	unk	completion_reported	87.5				N	N	candidate_core	extractable_implementation_or_cascade_result										
21497619	2011	Comparative community outreach to increase cervical cancer screening in the Mississippi Delta.	other	underscreened_general	outreach_event_distribution	none				80.5	N	Y	candidate_core	extractable_implementation_or_cascade_result										
21538664	2011	The potential role of self-sampling for high-risk human papillomavirus detection in cervical cancer screening.	other	other	unk	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Narrative perspective on the potential role of self-sampling.	The potential role of self-sampling ... will become an important tool.				GC	2026-06-13
21700548	2011	[HPV-Hr detection by home self sampling in women not compliant with pap test for cervical cancer screening. Results of a	individual_RCT	nonattenders	unk	referral_only		334.0	35.0	6.4	N	N	candidate_core	extractable_implementation_or_cascade_result										
21730977	2011	Self-sampling and HPV testing or ordinary Pap-smear in women not regularly attending screening: a randomised study.	individual_RCT	other	unk	none			4060.0	9.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
21752985	2011	Self-sample HPV tests as an intervention for nonattendees of cervical cancer screening in Finland: a randomized trial.	individual_RCT	other	unk	none		2397.0	76.0	6.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
21811250	2011	Short-time repeat high-risk HPV testing by self-sampling for screening of cervical cancer.	other	other	unk	referral_only		2850.0	30.0	1.1	N	N	candidate_core	extractable_implementation_or_cascade_result										
22021733	2011	Feasibility of self-sampling and human papillomavirus testing for cervical cancer screening in First Nation women from N	observational	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
22051739	2011	Self-collection of vaginal specimens for human papillomavirus testing in cervical cancer prevention (MARCH): a community	individual_RCT	other	unk	referral_only		12330.0			N	N	candidate_core	extractable_implementation_or_cascade_result										
19943103	2010	Assessing the acceptability of self-sampling for HPV among Haitian immigrant women: CBPR in action.	other	migrant_minority	unk	none					Y	N	manual_review	insufficient_structured_signal			CORE	Acceptability study with 246 participants providing samples.	...recruited 246 eligible women ... Participants provided self-collected specimens.				GC	2026-06-13
20223872	2010	HPV testing on self collected cervicovaginal lavage specimens as screening method for women who do not attend cervical s	program_evaluation	other	unk	referral_only		792.0	43.0	5.4	N	N	candidate_core	extractable_implementation_or_cascade_result										
20572091	2010	Testing for human papillomavirus and measurement of viral load of HPV 16 and 18 in self-collected vaginal swabs of women	other	migrant_minority	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Pilot study with 120 participants reporting results.	Self-collected vaginal swabs were examined from 120 women. ... found in 28 women.				GC	2026-06-13
19654577	2009	Self-sampling of the vaginal fluid at home combined with high-risk HPV testing.	other	other	unk	referral_only			2829.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
19901435	2009	The clinical utility of HPV DNA testing in cervical cancer screening strategies.	program_evaluation	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
19994740	2009	Barriers to acceptance of self-sampling for human papillomavirus across ethnolinguistic groups of women.	observational	migrant_minority	unk	referral_only			35.0		Y	N	candidate_core	extractable_implementation_or_cascade_result										
18664063	2008	Self-test device for cytology and HPV testing in rural Appalachian women: an evaluation.	other	other	unk	none					N	N	candidate_non_core	assay_or_device_performance_only_without_extractable_implementation_result			NON_CORE	Qualitative study on perceptions.	Qualitative study on perceptions.				GC	2026-06-13
17075437	2007	Comparability of self-collected vaginal swabs and physician-collected cervical swabs for detection of human papillomavir	other	other	outreach_event_distribution	none			2003.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
17205514	2007	Human papillomavirus testing on self-sampled cervicovaginal brushes: an effective alternative to protect nonresponders i	other	other	unk	referral_only					N	Y	candidate_core	extractable_implementation_or_cascade_result										
17362570	2007	Human papillomavirus testing by self-sampling: assessment of accuracy in an unsupervised clinical setting.	other	nonattenders	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
17520406	2007	Attitudes to self-sampling of vaginal smear for human papilloma virus analysis among women not attending organized cytol	observational	other	unk	none			198.0		N	N	candidate_non_core	preference_willingness_only_without_cascade_result			CORE	Early implementation pilot with actual home-based results.	Fifty-eight per cent of the women responded and collected vaginal smear at home.				GC	2026-06-13
17533491	2007	High prevalence of oncogenic human papilloma virus in women not attending organized cytological screening.	other	other	unk	none		369.0	35.0	9.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
17724326	2007	Feasibility of self-collection of specimens for human papillomavirus testing in hard-to-reach women.	other	other	outreach_event_distribution	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
16997304	2006	Primary screening for cervical cancer through self sampling.	other	other	outreach_event_distribution	none			878.0		N	N	candidate_core	extractable_implementation_or_cascade_result										
16232104	2005	Acceptability of self-collection of specimens for HPV DNA testing in an urban population.	observational	migrant_minority	unk	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
16371167	2005	Prevalence and distribution of high-risk human papilloma virus (HPV) types in invasive squamous cell carcinoma of the ce	other	other	outreach_event_distribution	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Genotype distribution/prevalence study.	The objective of this study was to describe the hrHPV types found in Zimbabwe.				GC	2026-06-13
10479163	1999	Use of a hybrid capture assay of self-collected vaginal swabs in rural Uganda for detection of human papillomavirus.	individual_RCT	other	unk	none					N	N	manual_review	insufficient_structured_signal			CORE	Early feasibility study with 93% return rate.	In total, 898 women (93%) provided a swab ... HPV prevalence was 16.7%.				GC	2026-06-13
